"title","director","release_year","reference_year","entertainment","history","imdb_url","imdb_rating","img_url","img_title","history_numeric","entertainment_numeric","histertainment_numeric"
"Braveheart","Mel Gibson",1995,"1305","C-","Fail","https://www.imdb.com/title/tt0112573/",8.3,"https://m.media-amazon.com/images/M/MV5BMzkzMmU0YTYtOWM3My00YzBmLWI0YzctOGYyNTkwMWE5MTJkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX182_CR0,0,182,268_AL_.jpg","braveheart.jpg",0,6,6
"Pocahontas","Mike Gabriel and Eric Goldberg",1995,"1607","B","D+","https://www.imdb.com/title/tt0114148/",6.7,"https://m.media-amazon.com/images/M/MV5BMzc4YzhiN2ItY2Y4NC00YTA0LWEyMjEtNzllNTcxZDdjODhiXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_UX182_CR0,0,182,268_AL_.jpg","pocahontas.jpg",5,10,15
"Jefferson in Paris","James Ivory",1995,"1785","D","C-","https://www.imdb.com/title/tt0113463/",5.8,"https://m.media-amazon.com/images/M/MV5BZjQzOTI3ZjgtNjU1OS00YTNjLTg0OGYtNTgwYjAzZWI3OWYzXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_UX182_CR0,0,182,268_AL_.jpg","jeffersoninparis.jpg",6,4,10
"Michael Collins","Neil Jordan",1996,"1916","B","D","https://www.imdb.com/title/tt0117039/",7.2,"https://m.media-amazon.com/images/M/MV5BZjE5NGFmMGYtNmU1MC00ZWQxLWIzMzEtZjgzZjljMWNmYjE1XkEyXkFqcGdeQXVyNTYzNDI3MzQ@._V1_UX182_CR0,0,182,268_AL_.jpg","michaelcollins.jpg",4,10,14
"Titanic","James Cameron",1997,"1912","B+","B-","https://www.imdb.com/title/tt0120338/",7.8,"https://m.media-amazon.com/images/M/MV5BMDdmZGU3NDQtY2E5My00ZTliLWIzOTUtMTY4ZGI1YjdiNjk3XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX182_CR0,0,182,268_AL_.jpg","titanic.jpg",9,11,20
"Mrs Brown","John Madden",1997,"1865","B","B+","https://www.imdb.com/title/tt0119280/",7.2,"https://m.media-amazon.com/images/M/MV5BNDEyOGMxNjgtOGYzMi00NWUxLTg2NjgtOGQxNDBiYTFlYjI4XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UX182_CR0,0,182,268_AL_.jpg","mrsbrown.jpg",11,10,21
"The Man in the Iron Mask","Randall Wallace",1998,"1700","B-","Fail","https://www.imdb.com/title/tt0120744/",6.5,"https://m.media-amazon.com/images/M/MV5BZjM2YzcxMmQtOTc2Mi00YjdhLWFlZjUtNmFmMDQzYzU2YTk5L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg","themanintheironmask.jpg",0,9,9
"Elizabeth","Shekhar Kapur",1998,"1558","A-","E","https://www.imdb.com/title/tt0127536/",7.4,"https://m.media-amazon.com/images/M/MV5BNWM4NmYwNTYtZDJhNS00YTIwLWJhNjAtNzAxNTEzMzAxN2ZiL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg","elizabeth.jpg",1,12,13
"Mulan","Tony Bancroft and Barry Cook",1998,"Circa 450","B+","E","https://www.imdb.com/title/tt0120762/",7.6,"https://m.media-amazon.com/images/M/MV5BODkxNGQ1NWYtNzg0Ny00Yjg3LThmZTItMjE2YjhmZTQ0ODY5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg","mulan.jpg",1,11,12
"The Prince of Egypt","Brenda Chapman, Steve Hickner, Simon Wells",1998,"1250 BCE","A","C","https://www.imdb.com/title/tt0120794/",7.1,"https://m.media-amazon.com/images/M/MV5BOWNjMjgyNmMtNWMzZC00YjI4LWI1NmUtMTY0ZTA0ZDQ4Y2EwXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_UX182_CR0,0,182,268_AL_.jpg","theprinceofegypt.jpg",7,13,20
"Shakespeare in Love","John Madden",1998,"1593","A-","B-","https://www.imdb.com/title/tt0138097/",7.1,"https://m.media-amazon.com/images/M/MV5BM2ZkNjM5MjEtNTBlMC00OTI5LTgyYmEtZDljMzNmNzhiNzY0XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_UY268_CR3,0,182,268_AL_.jpg","shakespeareinlove.jpg",9,12,21
"The Patriot","Roland Emmerich",2000,"1780","C","Fail","https://www.imdb.com/title/tt0187393/",7.2,"https://m.media-amazon.com/images/M/MV5BMTkzMjE4ODU0MV5BMl5BanBnXkFtZTYwNTI2OTk2._V1_UX182_CR0,0,182,268_AL_.jpg","thepatriot.jpg",0,7,7
"U-571","Jonathan Mostow",2000,"1942","C-","Fail","https://www.imdb.com/title/tt0141926/",6.6,"https://m.media-amazon.com/images/M/MV5BMDE0YzUwMzMtY2NhZS00OGYxLWFhOWItN2ZlZThjOTA0NDQ4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg","u571.jpg",0,6,6
"Gladiator","Ridley Scott",2000,"180 CE","A","C","https://www.imdb.com/title/tt0172495/",8.5,"https://m.media-amazon.com/images/M/MV5BMDliMmNhNDEtODUyOS00MjNlLTgxODEtN2U3NzIxMGVkZTA1L2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg","gladiator.jpg",7,13,20
"A Knight's Tale","Brian Helgeland",2001,"1356","C+","C-","https://www.imdb.com/title/tt0183790/",6.9,"https://m.media-amazon.com/images/M/MV5BMTE5OTE4OTE2Nl5BMl5BanBnXkFtZTYwMDkzMTQ3._V1_UX182_CR0,0,182,268_AL_.jpg","aknightstale.jpg",6,8,14
"Black Hawk Down","Ridley Scott",2001,"1993","C","C","https://www.imdb.com/title/tt0265086/",7.7,"https://m.media-amazon.com/images/M/MV5BYWMwMzQxZjQtODM1YS00YmFiLTk1YjQtNzNiYWY1MDE4NTdiXkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_UX182_CR0,0,182,268_AL_.jpg","blackhawkdown.jpg",7,7,14
"Attila","Dick Lowry",2001,"Circa 430","C-","C","https://www.imdb.com/title/tt0259127/",6.7,"https://m.media-amazon.com/images/M/MV5BMjAwNjA0MDc3N15BMl5BanBnXkFtZTcwNjUzMzgxMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg","attila.jpg",7,6,13
"Pearl Harbor","Michael Bay",2001,"1941","D","C","https://www.imdb.com/title/tt0213149/",6.2,"https://m.media-amazon.com/images/M/MV5BMTQ3MDc0MDc1NF5BMl5BanBnXkFtZTYwODI1ODY2._V1_UX182_CR0,0,182,268_AL_.jpg","pearlharbor.jpg",7,4,11
"Asoka","Santosh Sivan",2001,"230 BCE","C","B-","https://www.imdb.com/title/tt0249371/",6.5,"https://m.media-amazon.com/images/M/MV5BYzg1YjQ0ZDQtNmI5ZS00MDZkLWFmMjktNzE2Yzk0NDA1Y2IwXkEyXkFqcGdeQXVyODEzOTQwNTY@._V1_UY268_CR4,0,182,268_AL_.jpg","asoka.jpg",9,7,16
"Luther","Eric Till",2003,"1522","D","B-","https://www.imdb.com/title/tt0309820/",6.6,"https://m.media-amazon.com/images/M/MV5BMTU5NjQ1MTQ0M15BMl5BanBnXkFtZTgwNDUwNzgwMzE@._V1_UX182_CR0,0,182,268_AL_.jpg","luther.jpg",9,4,13
"Troy","Wolfgang Petersen",2004,"1250 BCE","D","D-","https://www.imdb.com/title/tt0332452/",7.3,"https://m.media-amazon.com/images/M/MV5BMTk5MzU1MDMwMF5BMl5BanBnXkFtZTcwNjczODMzMw@@._V1_UX182_CR0,0,182,268_AL_.jpg","troy.jpg",3,4,7
"The Passion of the Christ","Mel Gibson",2004,"29 CE","Fail","D-","https://www.imdb.com/title/tt0335345/",7.2,"https://m.media-amazon.com/images/M/MV5BNDY1N2IyYWMtZTY4OS00OGM1LTkxNmUtOTQzYmM5MmI2YmVmXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg","thepassionofthechrist.jpg",3,0,3
"Alexander","Oliver Stone",2004,"323 BCE","Fail","D+","https://www.imdb.com/title/tt0346491/",5.6,"https://m.media-amazon.com/images/M/MV5BMTA1NDQ3OTY2NDVeQTJeQWpwZ15BbWU3MDI5MDc0MzM@._V1_UX182_CR0,0,182,268_AL_.jpg","alexander.jpg",5,0,5
"Hotel Rwanda","Terry George",2004,"1994","B+","C+","https://www.imdb.com/title/tt0395169/",8.1,"https://m.media-amazon.com/images/M/MV5BZGJjYmIzZmQtNWE4Yy00ZGVmLWJkZGEtMzUzNmQ4ZWFlMjRhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX182_CR0,0,182,268_AL_.jpg","hotelrwanda.jpg",8,11,19
"The Alamo","John Lee Hancock",2004,"1836","C-","B+","https://www.imdb.com/title/tt0318974/",6,"https://m.media-amazon.com/images/M/MV5BMTAzOTQ5Nzg4MzheQTJeQWpwZ15BbWU2MDQwODAxNw@@._V1_UX182_CR0,0,182,268_AL_.jpg","thealamo.jpg",11,6,17
"Downfall","Oliver Hirschbiegel",2004,"1945","A-","A-","https://www.imdb.com/title/tt0363163/",8.2,"https://m.media-amazon.com/images/M/MV5BMTU0NTU5NTAyMl5BMl5BanBnXkFtZTYwNzYwMDg2._V1_UY268_CR0,0,182,268_AL_.jpg","downfall.jpg",12,12,24
